sch01,offers_programme,pro01
sch01,offers_programme,pro02
sch02,offers_programme,pro03
pro01,has_module,mod01
pro01,has_module,mod02
pro01,has_module,mod03
pro01,has_module,mod04
pro01,has_module,mod05
pro01,has_module,mod06
pro01,has_module,mod07
pro02,has_module,mod06
pro02,has_module,mod08
pro02,has_module,mod09
pro02,has_module,mod10
pro02,has_module,mod11
pro02,has_module,mod12
pro02,has_module,mod02
pro03,has_module,mod04
pro03,has_module,mod05
pro03,has_module,mod13
pro03,has_module,mod14
pro03,has_module,mod02
pro03,has_module,mod15
pro03,has_module,mod16
pro01,is_directed_by,sta01
pro02,is_directed_by,sta02
pro03,is_directed_by,sta03
mod01,is_taught_by,sta02
mod02,is_taught_by,sta04
mod03,is_taught_by,sta05
mod04,is_taught_by,sta06
mod05,is_taught_by,sta01
mod06,is_taught_by,sta02
mod07,is_taught_by,sta07
mod08,is_taught_by,sta08
mod09,is_taught_by,sta09
mod10,is_taught_by,sta10
mod11,is_taught_by,sta11
mod12,is_taught_by,sta12
mod13,is_taught_by,sta13
mod14,is_taught_by,sta14
mod15,is_taught_by,sta15
mod16,is_taught_by,sta16
stu01,is_enrolled_in,pro01
stu02,is_enrolled_in,pro01
stu03,is_enrolled_in,pro01
stu04,is_enrolled_in,pro01
stu05,is_enrolled_in,pro01
stu06,is_enrolled_in,pro02
stu07,is_enrolled_in,pro02
stu08,is_enrolled_in,pro02
stu09,is_enrolled_in,pro02
stu10,is_enrolled_in,pro02
stu11,is_enrolled_in,pro03
stu12,is_enrolled_in,pro03
stu13,is_enrolled_in,pro03
stu14,is_enrolled_in,pro03
stu15,is_enrolled_in,pro03
